674 0 0 |[0, 0, 0]| rush
681 0 0 |[0, 0, 0]| rush
681 0 0 |[0, 0, 0]| rush
681 0 0 |[0, 0, 0]| rush
710 0 0 |[0, 0, 0]| rush
710 0 0 |[0, 0, 0]| rush
723 0 0 |[0, 0, 0]| rush
724 0 0 |[0, 0, 0]| rush
727 0 0 |[0, 0, 0]| rush
729 0 0 |[0, 0, 0]| rush
729 0 0 |[0, 0, 0]| rush
729 0 0 |[0, 0, 0]| rush
730 0 0 |[0, 0, 0]| rush
732 0 0 |[0, 0, 0]| rush
734 0 0 |[0, 0, 0]| rush
745 0 0 |[0, 0, 0]| rush
745 0 0 |[0, 0, 0]| rush
745 0 0 |[0, 0, 0]| rush
745 0 0 |[0, 0, 0]| rush
752 0 0 |[0, 0, 0]| rush
755 0 0 |[0, 0, 0]| rush
765 0 0 |[0, 0, 0]| rush
765 0 0 |[0, 0, 0]| rush
766 0 0 |[0, 0, 0]| rush
778 0 0 |[0, 0, 0]| rush
778 0 0 |[0, 0, 0]| rush
780 0 0 |[0, 0, 0]| rush
791 0 0 |[0, 0, 0]| rush
801 0 0 |[0, 0, 0]| rush
801 0 0 |[0, 0, 0]| rush
807 0 0 |[0, 0, 0]| rush
807 0 0 |[0, 0, 0]| rush
807 0 0 |[0, 0, 0]| rush
815 0 0 |[0, 0, 0]| rush
832 0 0 |[0, 0, 0]| rush
833 0 0 |[0, 0, 0]| rush
833 0 0 |[0, 0, 0]| rush
833 0 0 |[0, 0, 0]| rush
833 0 0 |[0, 0, 0]| rush
833 0 0 |[0, 0, 0]| rush
833 0 0 |[0, 0, 0]| rush
833 0 0 |[0, 0, 0]| rush
833 0 0 |[0, 0, 0]| rush
